,FIPS,geoid,Stabr,County_Name,Rural_Urban_Continuum_Code_2013,Urban_Influence_2013,Metro_Nonmetro_2013,Metro_Micro_Noncore_2013,Year,Production
25813,20175,20175,KS,Seward County,5,8,0,1,2008,21721928
35140,20175,20175,KS,Seward County,5,8,0,1,2011,15271942
22704,20175,20175,KS,Seward County,5,8,0,1,2007,23793993
13377,20175,20175,KS,Seward County,5,8,0,1,2004,25201639
32031,20175,20175,KS,Seward County,5,8,0,1,2010,17194399
941,20175,20175,KS,Seward County,5,8,0,1,2000,31836473
7159,20175,20175,KS,Seward County,5,8,0,1,2002,26032487
4050,20175,20175,KS,Seward County,5,8,0,1,2001,29126082
10268,20175,20175,KS,Seward County,5,8,0,1,2003,25165690
19595,20175,20175,KS,Seward County,5,8,0,1,2006,25569475
4051,20177,20177,KS,Shawnee County,3,2,1,2,2001,0
35141,20177,20177,KS,Shawnee County,3,2,1,2,2011,0
22705,20177,20177,KS,Shawnee County,3,2,1,2,2007,0
25814,20177,20177,KS,Shawnee County,3,2,1,2,2008,0
32032,20177,20177,KS,Shawnee County,3,2,1,2,2010,0
13378,20177,20177,KS,Shawnee County,3,2,1,2,2004,0
942,20177,20177,KS,Shawnee County,3,2,1,2,2000,0
16487,20177,20177,KS,Shawnee County,3,2,1,2,2005,0
10269,20177,20177,KS,Shawnee County,3,2,1,2,2003,0
7160,20177,20177,KS,Shawnee County,3,2,1,2,2002,0
28923,20177,20177,KS,Shawnee County,3,2,1,2,2009,0
19596,20177,20177,KS,Shawnee County,3,2,1,2,2006,0
10270,20179,20179,KS,Sheridan County,9,12,0,0,2003,0
4052,20179,20179,KS,Sheridan County,9,12,0,0,2001,0
7161,20179,20179,KS,Sheridan County,9,12,0,0,2002,0
22706,20179,20179,KS,Sheridan County,9,12,0,0,2007,0
35142,20179,20179,KS,Sheridan County,9,12,0,0,2011,0
25815,20179,20179,KS,Sheridan County,9,12,0,0,2008,0
32033,20179,20179,KS,Sheridan County,9,12,0,0,2010,0
13379,20179,20179,KS,Sheridan County,9,12,0,0,2004,0
943,20179,20179,KS,Sheridan County,9,12,0,0,2000,0
16488,20179,20179,KS,Sheridan County,9,12,0,0,2005,0
19597,20179,20179,KS,Sheridan County,9,12,0,0,2006,0
28924,20179,20179,KS,Sheridan County,9,12,0,0,2009,0
32034,20181,20181,KS,Sherman County,7,11,0,0,2010,1042573
22707,20181,20181,KS,Sherman County,7,11,0,0,2007,895409
944,20181,20181,KS,Sherman County,7,11,0,0,2000,289978
35143,20181,20181,KS,Sherman County,7,11,0,0,2011,1169173
16489,20181,20181,KS,Sherman County,7,11,0,0,2005,501069
28925,20181,20181,KS,Sherman County,7,11,0,0,2009,910591
25816,20181,20181,KS,Sherman County,7,11,0,0,2008,833083
7162,20181,20181,KS,Sherman County,7,11,0,0,2002,333697
4053,20181,20181,KS,Sherman County,7,11,0,0,2001,406099
10271,20181,20181,KS,Sherman County,7,11,0,0,2003,338383
19598,20181,20181,KS,Sherman County,7,11,0,0,2006,614426
13380,20181,20181,KS,Sherman County,7,11,0,0,2004,460268
22708,20183,20183,KS,Smith County,9,12,0,0,2007,0
19599,20183,20183,KS,Smith County,9,12,0,0,2006,0
13381,20183,20183,KS,Smith County,9,12,0,0,2004,0
35144,20183,20183,KS,Smith County,9,12,0,0,2011,0
7163,20183,20183,KS,Smith County,9,12,0,0,2002,0
10272,20183,20183,KS,Smith County,9,12,0,0,2003,0
25817,20183,20183,KS,Smith County,9,12,0,0,2008,0
28926,20183,20183,KS,Smith County,9,12,0,0,2009,0
32035,20183,20183,KS,Smith County,9,12,0,0,2010,0
945,20183,20183,KS,Smith County,9,12,0,0,2000,0
16490,20183,20183,KS,Smith County,9,12,0,0,2005,0
4054,20183,20183,KS,Smith County,9,12,0,0,2001,0
28927,20185,20185,KS,Stafford County,9,10,0,0,2009,672275
4055,20185,20185,KS,Stafford County,9,10,0,0,2001,928014
22709,20185,20185,KS,Stafford County,9,10,0,0,2007,1113434
7164,20185,20185,KS,Stafford County,9,10,0,0,2002,1012077
35145,20185,20185,KS,Stafford County,9,10,0,0,2011,524932
19600,20185,20185,KS,Stafford County,9,10,0,0,2006,1364952
13382,20185,20185,KS,Stafford County,9,10,0,0,2004,1289334
946,20185,20185,KS,Stafford County,9,10,0,0,2000,1060411
10273,20185,20185,KS,Stafford County,9,10,0,0,2003,1252024
16491,20185,20185,KS,Stafford County,9,10,0,0,2005,1396398
25818,20185,20185,KS,Stafford County,9,10,0,0,2008,870560
32036,20185,20185,KS,Stafford County,9,10,0,0,2010,562713
13383,20187,20187,KS,Stanton County,9,12,0,0,2004,18605683
22710,20187,20187,KS,Stanton County,9,12,0,0,2007,14338587
19601,20187,20187,KS,Stanton County,9,12,0,0,2006,15648180
35146,20187,20187,KS,Stanton County,9,12,0,0,2011,11986233
947,20187,20187,KS,Stanton County,9,12,0,0,2000,24972105
4056,20187,20187,KS,Stanton County,9,12,0,0,2001,23283217
28928,20187,20187,KS,Stanton County,9,12,0,0,2009,13710744
16492,20187,20187,KS,Stanton County,9,12,0,0,2005,17060381
10274,20187,20187,KS,Stanton County,9,12,0,0,2003,20017647
32037,20187,20187,KS,Stanton County,9,12,0,0,2010,12692531
25819,20187,20187,KS,Stanton County,9,12,0,0,2008,14418664
7165,20187,20187,KS,Stanton County,9,12,0,0,2002,21912651
10275,20189,20189,KS,Stevens County,7,9,0,0,2003,80422936
28929,20189,20189,KS,Stevens County,7,9,0,0,2009,53955586
19602,20189,20189,KS,Stevens County,7,9,0,0,2006,61901977
13384,20189,20189,KS,Stevens County,7,9,0,0,2004,72061065
16493,20189,20189,KS,Stevens County,7,9,0,0,2005,64604692
32038,20189,20189,KS,Stevens County,7,9,0,0,2010,48782459
35147,20189,20189,KS,Stevens County,7,9,0,0,2011,44391817
22711,20189,20189,KS,Stevens County,7,9,0,0,2007,62983331
4057,20189,20189,KS,Stevens County,7,9,0,0,2001,101498356
948,20189,20189,KS,Stevens County,7,9,0,0,2000,122221338
7166,20189,20189,KS,Stevens County,7,9,0,0,2002,92046625
25820,20189,20189,KS,Stevens County,7,9,0,0,2008,62183726
949,20191,20191,KS,Sumner County,2,2,1,2,2000,711635
28930,20191,20191,KS,Sumner County,2,2,1,2,2009,799465
13385,20191,20191,KS,Sumner County,2,2,1,2,2004,812883
10276,20191,20191,KS,Sumner County,2,2,1,2,2003,1207872
32039,20191,20191,KS,Sumner County,2,2,1,2,2010,710031
25821,20191,20191,KS,Sumner County,2,2,1,2,2008,899312
19603,20191,20191,KS,Sumner County,2,2,1,2,2006,753311
4058,20191,20191,KS,Sumner County,2,2,1,2,2001,638471
22712,20191,20191,KS,Sumner County,2,2,1,2,2007,949020
7167,20191,20191,KS,Sumner County,2,2,1,2,2002,722009
16494,20191,20191,KS,Sumner County,2,2,1,2,2005,719933
35148,20191,20191,KS,Sumner County,2,2,1,2,2011,690351
950,20193,20193,KS,Thomas County,7,11,0,0,2000,0
4059,20193,20193,KS,Thomas County,7,11,0,0,2001,0
7168,20193,20193,KS,Thomas County,7,11,0,0,2002,0
32040,20193,20193,KS,Thomas County,7,11,0,0,2010,0
19604,20193,20193,KS,Thomas County,7,11,0,0,2006,0
25822,20193,20193,KS,Thomas County,7,11,0,0,2008,0
28931,20193,20193,KS,Thomas County,7,11,0,0,2009,0
16495,20193,20193,KS,Thomas County,7,11,0,0,2005,0
13386,20193,20193,KS,Thomas County,7,11,0,0,2004,0
10277,20193,20193,KS,Thomas County,7,11,0,0,2003,0
35149,20193,20193,KS,Thomas County,7,11,0,0,2011,0
22713,20193,20193,KS,Thomas County,7,11,0,0,2007,0
25823,20195,20195,KS,Trego County,9,10,0,0,2008,0
28932,20195,20195,KS,Trego County,9,10,0,0,2009,0
4060,20195,20195,KS,Trego County,9,10,0,0,2001,0
22714,20195,20195,KS,Trego County,9,10,0,0,2007,0
32041,20195,20195,KS,Trego County,9,10,0,0,2010,0
10278,20195,20195,KS,Trego County,9,10,0,0,2003,0
35150,20195,20195,KS,Trego County,9,10,0,0,2011,0
7169,20195,20195,KS,Trego County,9,10,0,0,2002,0
16496,20195,20195,KS,Trego County,9,10,0,0,2005,0
19605,20195,20195,KS,Trego County,9,10,0,0,2006,0
951,20195,20195,KS,Trego County,9,10,0,0,2000,0
13387,20195,20195,KS,Trego County,9,10,0,0,2004,0
35151,20197,20197,KS,Wabaunsee County,3,2,1,2,2011,0
4061,20197,20197,KS,Wabaunsee County,3,2,1,2,2001,0
28933,20197,20197,KS,Wabaunsee County,3,2,1,2,2009,0
32042,20197,20197,KS,Wabaunsee County,3,2,1,2,2010,0
16497,20197,20197,KS,Wabaunsee County,3,2,1,2,2005,0
13388,20197,20197,KS,Wabaunsee County,3,2,1,2,2004,0
25824,20197,20197,KS,Wabaunsee County,3,2,1,2,2008,0
22715,20197,20197,KS,Wabaunsee County,3,2,1,2,2007,0
7170,20197,20197,KS,Wabaunsee County,3,2,1,2,2002,0
952,20197,20197,KS,Wabaunsee County,3,2,1,2,2000,0
10279,20197,20197,KS,Wabaunsee County,3,2,1,2,2003,0
19606,20197,20197,KS,Wabaunsee County,3,2,1,2,2006,0
953,20199,20199,KS,Wallace County,9,12,0,0,2000,140639
25825,20199,20199,KS,Wallace County,9,12,0,0,2008,41822
16498,20199,20199,KS,Wallace County,9,12,0,0,2005,21825
4062,20199,20199,KS,Wallace County,9,12,0,0,2001,260391
13389,20199,20199,KS,Wallace County,9,12,0,0,2004,131580
